user_idx,movie_idx,weight,user_id,movie_title
0,25,0.146347,letterboxd-mariohervas-2026-03-04-17-51-utc,about time
0,162,0.073374,letterboxd-mariohervas-2026-03-04-17-51-utc,deadpool & wolverine
0,407,0.094008,letterboxd-mariohervas-2026-03-04-17-51-utc,maxxxine
0,359,0.112809,letterboxd-mariohervas-2026-03-04-17-51-utc,la chimera
0,30,0.131972,letterboxd-mariohervas-2026-03-04-17-51-utc,after hours
0,299,0.113429,letterboxd-mariohervas-2026-03-04-17-51-utc,how to blow up a pipeline
0,384,0.151653,letterboxd-mariohervas-2026-03-04-17-51-utc,longlegs
0,712,0.151653,letterboxd-mariohervas-2026-03-04-17-51-utc,the lives of others
0,814,0.114052,letterboxd-mariohervas-2026-03-04-17-51-utc,trap
0,807,0.133792,letterboxd-mariohervas-2026-03-04-17-51-utc,top gun: maverick
0,83,0.114679,letterboxd-mariohervas-2026-03-04-17-51-utc,before sunrise
0,57,0.153325,letterboxd-mariohervas-2026-03-04-17-51-utc,apocalypse now
0,660,0.057497,letterboxd-mariohervas-2026-03-04-17-51-utc,the father
0,395,0.134159,letterboxd-mariohervas-2026-03-04-17-51-utc,magnolia
0,2,0.134159,letterboxd-mariohervas-2026-03-04-17-51-utc,12 angry men
0,272,0.057497,letterboxd-mariohervas-2026-03-04-17-51-utc,guardians of the galaxy vol. 2
0,776,0.134159,letterboxd-mariohervas-2026-03-04-17-51-utc,the traitor
0,318,0.057497,letterboxd-mariohervas-2026-03-04-17-51-utc,inherent vice
0,197,0.057497,letterboxd-mariohervas-2026-03-04-17-51-utc,el crack
0,198,0.038331,letterboxd-mariohervas-2026-03-04-17-51-utc,el crack dos
0,379,0.153325,letterboxd-mariohervas-2026-03-04-17-51-utc,little women
0,725,0.057497,letterboxd-mariohervas-2026-03-04-17-51-utc,the ministry of ungentlemanly warfare
0,109,0.134527,letterboxd-mariohervas-2026-03-04-17-51-utc,breaking the waves
0,47,0.115309,letterboxd-mariohervas-2026-03-04-17-51-utc,american psycho
0,637,0.115309,letterboxd-mariohervas-2026-03-04-17-51-utc,the boss of it all
0,793,0.096354,letterboxd-mariohervas-2026-03-04-17-51-utc,there will be blood
0,55,0.154167,letterboxd-mariohervas-2026-03-04-17-51-utc,antichrist
0,413,0.154167,letterboxd-mariohervas-2026-03-04-17-51-utc,melancholia
0,467,0.154167,letterboxd-mariohervas-2026-03-04-17-51-utc,nymphomaniac: vol. i
0,779,0.154167,letterboxd-mariohervas-2026-03-04-17-51-utc,the truman show
0,294,0.057971,letterboxd-mariohervas-2026-03-04-17-51-utc,highlander
0,554,0.115942,letterboxd-mariohervas-2026-03-04-17-51-utc,seven samurai
0,130,0.15459,letterboxd-mariohervas-2026-03-04-17-51-utc,children of men
0,450,0.077295,letterboxd-mariohervas-2026-03-04-17-51-utc,network
0,209,0.193237,letterboxd-mariohervas-2026-03-04-17-51-utc,eternal sunshine of the spotless mind
0,135,0.193768,letterboxd-mariohervas-2026-03-04-17-51-utc,city of god
0,706,0.136383,letterboxd-mariohervas-2026-03-04-17-51-utc,the kingdom
0,184,0.136757,letterboxd-mariohervas-2026-03-04-17-51-utc,downfall
0,36,0.136757,letterboxd-mariohervas-2026-03-04-17-51-utc,alien
0,37,0.136757,letterboxd-mariohervas-2026-03-04-17-51-utc,alien: romulus
0,485,0.156293,letterboxd-mariohervas-2026-03-04-17-51-utc,pain & gain
0,278,0.157152,letterboxd-mariohervas-2026-03-04-17-51-utc,harakiri
